"id","name","facilityType","address","city","state","stateFips","county","countyFips","postalCode","latitude","longitude","phone","website","services","monday","tuesday","wednesday","thursday","friday","saturday","sunday","hoursNotes","priceLevel","acceptsSlidingScale","estimatedVisitCost","priceNotes","acceptsMedicaid","acceptsMedicare","acceptsUninsured","insuranceNotes","accessibilityInfo","sourceName","sourceUrl","sourceLastChecked","sourceNotes","sourceId","sourceDataset","sourceLastUpdated","lastVerified","verificationStatus","isDemoData"
"hrsa-bps-h80-015598","Henry J. Austin Health Center at The Rescue Mission of Trenton","community_health_center","98 Carroll St","Trenton","NJ","34","Mercer County","34021","08609-1008","40.22338247","-74.7566985","609-278-5900","www.henryjaustin.org","","","","","","","","","HRSA operating hours per week: 8.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-015598","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-015619","Henry J. Austin Health Center at Oaks Integrated Care Inc.","community_health_center","314 E State St","Trenton","NJ","34","Mercer County","34021","08608-1810","40.22078304","-74.75908483","609-278-5900","www.henryjaustin.org","","","","","","","","","HRSA operating hours per week: 16.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-015619","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-015621","Henry J. Austin Health Center at Catholic Charities, Diocese of Trenton","community_health_center","10 Southard St","Trenton","NJ","34","Mercer County","34021","08609-1020","40.22314552","-74.75586542","609-278-5900","www.henryjaustin.org","","","","","","","","","HRSA operating hours per week: 16.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-015621","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-017136","Zufall Health Center Hackettstown","community_health_center","117 Seber Rd","Hackettstown","NJ","34","Warren County","34041","07840-1722","40.85617492","-74.81549679","908-452-5366","","","","","","","","","","HRSA operating hours per week: 46.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-017136","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-017393","OHI - SBHC at Lakewood High School","community_health_center","855 Somerset Ave","Lakewood","NJ","34","Ocean County","34029","08701-2127","40.09891796","-74.19518877","732-363-6655","","","","","","","","","","HRSA operating hours per week: 34.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: School. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-017393","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-017493","Saint James Health, Inc.","community_health_center","228 Lafayette St","Newark","NJ","34","Essex County","34013","07105-1815","40.72890972","-74.16278031","973-789-8111","","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-017493","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-017739","Zufall Health Center - Sussex","community_health_center","238 Spring St","Newton","NJ","34","Sussex County","34037","07860-2115","41.05590164","-74.74950859","973-862-6650","","","","","","","","","","HRSA operating hours per week: 50.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-017739","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-017765","CompleteCare Medical Professionals","community_health_center","717 Delsea Dr","Pitman","NJ","34","Gloucester County","34015","08071","39.73903397","-75.11360669","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 55.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-017765","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-017976","Westgate","community_health_center","108 Hillside Blvd","Lakewood","NJ","34","Ocean County","34029","08701","40.08849511","-74.25453484","732-364-2144","www.chemedhealth.org","","","","","","","","","HRSA operating hours per week: 65.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-017976","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-018268","North Hudson Community Action Corporation Health Center @ Union City High School","community_health_center","2500 Kennedy Blvd","Union City","NJ","34","Hudson County","34017","07087-2295","40.77094321","-74.03648766","201-538-7888","","","","","","","","","","HRSA operating hours per week: 48.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-018268","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-018269","North Hudson Community Action Coporation-Harrison Health  Center","community_health_center","326 Harrison Ave","Harrison","NJ","34","Hudson County","34017","07029-3059","40.74648054","-74.15678515","862-229-1160","","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-018269","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-018507","OHI - Little Egg","community_health_center","798 CR-539","Tuckerton","NJ","34","Ocean County","34029","08087-4202","39.61572932","-74.34163207","732-363-6655","www.ohinj.org","","","","","","","","","HRSA operating hours per week: 45.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-018507","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-018520","Mobile Dental Van","community_health_center","17 S Warren St","Dover","NJ","34","Morris County","34027","07801-4506","40.88343975","-74.55960768","973-328-3344","www.zufallhealth.org","","","","","","","","","HRSA operating hours per week: 35.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-018520","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-018693","Jewish Renaissance Foundation Community Health Center","community_health_center","1931 Oak Tree Rd","Edison","NJ","34","Middlesex County","34023","08820-2072","40.57335744","-74.36368095","732-482-9600","","","","","","","","","","HRSA operating hours per week: 50.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-018693","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-018784","Newark Community Health Centers, Inc. dba Ironbound Medical and Dental Center","community_health_center","92 Ferry St","Newark","NJ","34","Essex County","34013","07105-1817","40.73090914","-74.16113989","973-483-1300","www.nchcfqhc.org","","","","","","","","","HRSA operating hours per week: 58.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-018784","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-019176","Cathedral Kitchen Satellite Site","community_health_center","1514 Federal St","Camden","NJ","34","Camden County","34007","08105-1712","39.94425194","-75.10229493","856-968-2320","","","","","","","","","","HRSA operating hours per week: 8.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-019176","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-019637","Saint James Health, Inc.","community_health_center","228 Lafayette St","Newark","NJ","34","Essex County","34013","07105-1815","40.72890972","-74.16278031","973-789-8111","","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-019637","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-019746","Southern Jersey at English Creek","community_health_center","3003 English Creek Ave, Suite C6","Egg Harbor Township","NJ","34","Atlantic County","34001","08234-4818","39.43332285","-74.61361195","609-567-0200","","","","","","","","","","HRSA operating hours per week: 52.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-019746","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-021287","North Hudson Community Action Corporation @ Passaic","community_health_center","220 Passaic St","Passaic","NJ","34","Passaic County","34031","07055-6460","40.86203346","-74.11799801","201-210-0100","","","","","","","","","","HRSA operating hours per week: 50.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-021287","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-021926","AtlantiCare Health Services-FQHC Galloway","community_health_center","54 W Jimmie Leeds Rd STE 8","Galloway","NJ","34","Atlantic County","34001","08205-9438","39.47619758","-74.53921862","609-404-7300","www.atlanticare.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-021926","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-022193","OHI - Freehold","community_health_center","20 Jackson St","Freehold","NJ","34","Monmouth County","34025","07728-2476","40.25935203","-74.26914741","732-363-6655","","","","","","","","","","HRSA operating hours per week: 45.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-022193","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-024564","Henry J Austin Health Center - Mobile Health Unit","community_health_center","218 N Broad St","Trenton","NJ","34","Mercer County","34021","08608-1306","40.22339006","-74.7644075","609-278-5900","","","","","","","","","","HRSA operating hours per week: 24.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-024564","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-024604","OHI BRICK TOWNSHIP","community_health_center","1610 Route 88","Brick","NJ","34","Ocean County","34029","08724-3018","40.0780733","-74.1337863","732-363-6655","","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-024604","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-027155","Freehold Family Health Center","community_health_center","597 Park Ave","Freehold","NJ","34","Monmouth County","34025","07728-2590","40.25027267","-74.26998192","732-294-2540","","","","","","","","","","HRSA operating hours per week: 56.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-027155","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-027550","Saint James Health, Inc. West","community_health_center","332 S 8th St","Newark","NJ","34","Essex County","34013","07103-2173","40.73855687","-74.19935491","973-789-8111","","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-027550","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-027686","OHI - Toms River","community_health_center","10 Stockton Dr","Toms River","NJ","34","Ocean County","34029","08755-6433","39.95985091","-74.21459489","732-363-6655","www.ohinj.org","","","","","","","","","HRSA operating hours per week: 53.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-027686","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-027862","AtlantiCare Health Services - Wellness Center","community_health_center","1401 Atlantic Ave","Atlantic City","NJ","34","Atlantic County","34001","08401-7001","39.36257573","-74.42916264","609-572-8220","","","","","","","","","","HRSA operating hours per week: 48.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-027862","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-029608","Osborn Family Health Center","community_health_center","1601 Haddon Ave","Camden","NJ","34","Camden County","34007","08103-3191","39.92643147","-75.09637663","856-757-3700","www.osbornfamilyhealthcenter.com","","","","","","","","","HRSA operating hours per week: 46.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-029608","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-029965","AtlantiCare Health Services - FQHC Adult Medicine Behavioral Health Clinic","community_health_center","1401 Atlantic Ave STE 2100","Atlantic City","NJ","34","Atlantic County","34001","08401-7026","39.36182953","-74.42891169","609-441-2104","","","","","","","","","","HRSA operating hours per week: 44.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-029965","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-029966","AtlantiCare Health Services - FQHC Internal Medicine Residency Teaching Clinic","community_health_center","1401 Atlantic Ave STE 2800","Atlantic City","NJ","34","Atlantic County","34001","08401-7027","39.36193388","-74.42868957","609-441-8036","https://www.atlanticare.org/services/federally-qualified-health-center/","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-029966","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-029967","AtlantiCare Health Services -FQHC Infectious Disease Clinic","community_health_center","1401 Atlantic Ave, Suite 2200","Atlantic City","NJ","34","Atlantic County","34001","08401-7026","39.36257573","-74.42916264","609-441-2104","https://www.atlanticare.org/services/federally-qualified-health-center/","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-029967","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-030532","AtlantiCare Health Services - FQHC Adult Medicine Clinic","community_health_center","1401 Atlantic Ave STE 2500","Atlantic City","NJ","34","Atlantic County","34001","08401-7027","39.36193388","-74.42868957","609-572-6055","https://www.atlanticare.org/services/federally-qualified-health-center/","","","","","","","","","HRSA operating hours per week: 48.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-030532","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-032325","Zufall Health Plainsboro","community_health_center","1 Plainsboro Rd","Plainsboro","NJ","34","Middlesex County","34023","08536-1913","40.33827209","-74.62482451","609-853-7600","www.zufallhealth.org","","","","","","","","","HRSA operating hours per week: 45.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-032325","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-032458","CompleteCare Adult & Specialty Medical Professionals","community_health_center","30 N Pearl St","Bridgeton","NJ","34","Cumberland County","34011","08302-1947","39.4296684","-75.23267589","856-451-4700","","","","","","","","","","HRSA operating hours per week: 51.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-032458","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
